ReactionID	ReactionType	CatalystCoreDetail	CatalystCoreGeneric	Ligand	ReagentRaw	ReagentRole	Base	Solvent	Temperature_C	Time_h	Yield_%	ReactantSMILES	ProductSMILES	Reference	CondKey	CondSig	FamSig	RawCAS	RCTName	PROName	RGTName	CATName	SOLName	BASName
31-172-CAS-23130764	Buchwald	"[""Palladium chloride""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""534-17-8"", ""7782-44-7"", ""Cesium carbonate"", ""Oxygen""]"	"[""BASE"", ""OX""]"	"[""Cesium carbonate""]"	"[""67-68-5"", ""Dimethyl sulfoxide""]"	120.0	24.0	76	NNc1ccccc1 . COc1ccc(Br)c(CBr)c1	COc1ccc2nn(-c3ccccc3)cc2c1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/534-17-8+7782-44-7+Cesium carbonate+Oxygen/67-68-5+Dimethyl sulfoxide			RCT: 2625445-47-6 | PRO: 2625445-73-8 | RGT: 534-17-8 + 7782-44-7 | CAT: 7647-10-1 + 131274-22-1 | SOL: 67-68-5	"[""2625445-47-6""]"	"[""2625445-73-8""]"	"[""534-17-8"", ""7782-44-7""]"	"[""7647-10-1"", ""131274-22-1""]"	"[""67-68-5""]"	"[""Cesium carbonate""]"
31-172-CAS-23130819	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""1"", ""1-Bis(diphenylphosphino)ferrocene""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	130.0	30.0	72	FC(F)(F)c1cc(Br)cc(Br)c1 . CNc1cc(Cl)ccn1	CN(c1cc(N(C)c2cc(Cl)ccn2)cc(C(F)(F)F)c1)c1cc(Cl)ccn1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/1+1-Bis(diphenylphosphino)ferrocene/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 3378-82-3 + 1111110-49-6 | PRO: 3060705-23-6 | RGT: 865-48-5 | CAT: 12150-46-8 + 51364-51-3 | SOL: 108-88-3	"[""3378-82-3"", ""1111110-49-6""]"	"[""3060705-23-6""]"	"[""865-48-5""]"	"[""12150-46-8"", ""51364-51-3""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-172-CAS-23131017	Buchwald	"[""Palladium chloride""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""534-17-8"", ""7782-44-7"", ""Cesium carbonate"", ""Oxygen""]"	"[""BASE"", ""OX""]"	"[""Cesium carbonate""]"	"[""67-68-5"", ""Dimethyl sulfoxide""]"	120.0	24.0	70	NNc1ccccc1 . BrCc1cc2c(cc1Br)OCO2	c1ccc(-n2cc3cc4c(cc3n2)OCO4)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/534-17-8+7782-44-7+Cesium carbonate+Oxygen/67-68-5+Dimethyl sulfoxide			RCT: 624-28-2 + 15591-70-5 + 73852-19-4 | PRO: 2738883-78-6 | RGT: 534-17-8 + 7782-44-7 | CAT: 7647-10-1 + 131274-22-1 | SOL: 67-68-5	"[""624-28-2"", ""15591-70-5"", ""73852-19-4""]"	"[""2738883-78-6""]"	"[""534-17-8"", ""7782-44-7""]"	"[""7647-10-1"", ""131274-22-1""]"	"[""67-68-5""]"	"[""Cesium carbonate""]"
31-172-CAS-23131685	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""1"", ""1-Bis(diphenylphosphino)ferrocene""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	130.0	24.0	88	FC(F)(F)c1cc(Br)cc(Br)c1 . CNc1cc(C)ccn1	Cc1ccnc(N(C)c2cc(N(C)c3cc(C)ccn3)cc(C(F)(F)F)c2)c1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/1+1-Bis(diphenylphosphino)ferrocene/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 2848653-02-9 | PRO: 2851430-23-2 | RGT: 865-48-5 | CAT: 12150-46-8 + 51364-51-3 | SOL: 108-88-3	"[""2848653-02-9""]"	"[""2851430-23-2""]"	"[""865-48-5""]"	"[""12150-46-8"", ""51364-51-3""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-172-CAS-23131693	Buchwald	"[""Palladium chloride""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""534-17-8"", ""7782-44-7"", ""Cesium carbonate"", ""Oxygen""]"	"[""BASE"", ""OX""]"	"[""Cesium carbonate""]"	"[""67-68-5"", ""Dimethyl sulfoxide""]"	120.0	25.0	61	NNc1ccccc1 . BrCc1ccc2ccccc2c1Br	c1ccc(-n2cc3ccc4ccccc4c3n2)cc1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/534-17-8+7782-44-7+Cesium carbonate+Oxygen/67-68-5+Dimethyl sulfoxide			RCT: 6498-34-6 + 3025967-12-5 | PRO: 3025967-09-0 | RGT: 534-17-8 + 7782-44-7 | CAT: 7647-10-1 + 131274-22-1 | SOL: 67-68-5	"[""6498-34-6"", ""3025967-12-5""]"	"[""3025967-09-0""]"	"[""534-17-8"", ""7782-44-7""]"	"[""7647-10-1"", ""131274-22-1""]"	"[""67-68-5""]"	"[""Cesium carbonate""]"
31-172-CAS-23131761	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""1"", ""1-Bis(diphenylphosphino)ferrocene""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	130.0	24.0	98	Brc1cccc(Br)c1 . CNc1cc(C(F)(F)F)ccn1	CN(c1cccc(N(C)c2cc(C(F)(F)F)ccn2)c1)c1cc(C(F)(F)F)ccn1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/1+1-Bis(diphenylphosphino)ferrocene/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 2715166-91-7 | PRO: 2718204-59-0 | RGT: 865-48-5 | CAT: 12150-46-8 + 51364-51-3 | SOL: 108-88-3	"[""2715166-91-7""]"	"[""2718204-59-0""]"	"[""865-48-5""]"	"[""12150-46-8"", ""51364-51-3""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-172-CAS-23132432	Buchwald	"[""Palladium chloride""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""534-17-8"", ""7782-44-7"", ""Cesium carbonate"", ""Oxygen""]"	"[""BASE"", ""OX""]"	"[""Cesium carbonate""]"	"[""67-68-5"", ""Dimethyl sulfoxide""]"	120.0	24.0	79	BrCc1ccccc1Br . COc1ccc(NN)cc1	COc1ccc(-n2cc3ccccc3n2)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/534-17-8+7782-44-7+Cesium carbonate+Oxygen/67-68-5+Dimethyl sulfoxide			RCT: 86-74-8 + 30236-03-4 | PRO: 2649216-75-9 | RGT: 534-17-8 + 7782-44-7 | CAT: 7647-10-1 + 131274-22-1 | SOL: 67-68-5	"[""86-74-8"", ""30236-03-4""]"	"[""2649216-75-9""]"	"[""534-17-8"", ""7782-44-7""]"	"[""7647-10-1"", ""131274-22-1""]"	"[""67-68-5""]"	"[""Cesium carbonate""]"
31-172-CAS-23133037	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""1"", ""3-Bis(diphenylphosphino)propane""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	100.0	17.0	75	NNc1ccccc1 . O=Cc1ccccc1Br	c1ccc(-n2ncc3ccccc32)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/1+3-Bis(diphenylphosphino)propane/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 3433-80-5 + 13636-53-8 | PRO: 1424197-83-0 | RGT: 865-48-5 | CAT: 3375-31-3 + 6737-42-4 | SOL: 108-88-3	"[""3433-80-5"", ""13636-53-8""]"	"[""1424197-83-0""]"	"[""865-48-5""]"	"[""3375-31-3"", ""6737-42-4""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-172-CAS-23133505	Buchwald	"[""Palladium chloride""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""534-17-8"", ""7782-44-7"", ""Cesium carbonate"", ""Oxygen""]"	"[""BASE"", ""OX""]"	"[""Cesium carbonate""]"	"[""67-68-5"", ""Dimethyl sulfoxide""]"	120.0	24.0	60	NNc1ccc(Cl)cc1 . BrCc1ccccc1Br	Clc1ccc(-n2cc3ccccc3n2)cc1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/534-17-8+7782-44-7+Cesium carbonate+Oxygen/67-68-5+Dimethyl sulfoxide			RCT: 66003-76-7 + 414900-90-6 | PRO: 2744195-65-9 | RGT: 534-17-8 + 7782-44-7 | CAT: 7647-10-1 + 131274-22-1 | SOL: 67-68-5	"[""66003-76-7"", ""414900-90-6""]"	"[""2744195-65-9""]"	"[""534-17-8"", ""7782-44-7""]"	"[""7647-10-1"", ""131274-22-1""]"	"[""67-68-5""]"	"[""Cesium carbonate""]"
31-172-CAS-23160403	Buchwald	"[""Di-μ-chlorobis(η3-2-propenyl)dipalladium""]"	"[""Pd""]"	"[""Hydroxypropyl cellulose"", ""Bis(1"", ""1-dimethylethyl)(1-methyl-2"", ""2-diphenylcyclopropyl)phosphine""]"	"[""865-47-4"", ""Potassium tert-butoxide""]"	"[""BASE""]"	"[""Potassium tert-butoxide""]"	"[""7732-18-5"", ""Water""]"	50.0	6.5	73	Cc1c[nH]c2ccccc12 . COc1nc(Cl)c(F)cc1CNC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C	COc1nc(-n2cc(C)c3ccccc32)c(F)cc1CNC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/1-dimethylethyl)(1-methyl-2+2-diphenylcyclopropyl)phosphine+Bis(1+Hydroxypropyl cellulose/865-47-4+Potassium tert-butoxide/7732-18-5+Water			RCT: 92-84-2 + 71482-43-4 | PRO: 2938195-94-7 | RGT: 865-47-4 | CAT: 9004-64-2 + 12012-95-2 + 742103-27-1 | SOL: 7732-18-5	"[""92-84-2"", ""71482-43-4""]"	"[""2938195-94-7""]"	"[""865-47-4""]"	"[""9004-64-2"", ""12012-95-2"", ""742103-27-1""]"	"[""7732-18-5""]"	"[""Potassium tert-butoxide""]"
31-172-CAS-23161168	Buchwald	"[""Di-μ-chlorobis(η3-2-propenyl)dipalladium""]"	"[""Pd""]"	"[""Hydroxypropyl cellulose"", ""Bis(1"", ""1-dimethylethyl)(1-methyl-2"", ""2-diphenylcyclopropyl)phosphine""]"	"[""865-47-4"", ""Potassium tert-butoxide""]"	"[""BASE""]"	"[""Potassium tert-butoxide""]"	"[""7732-18-5"", ""Water""]"	50.0	6.0	76	Cc1ccc(CN2CCNCC2)cc1 . COc1nc(Cl)c(F)cc1CNC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C	COc1nc(N2CCN(Cc3ccc(C)cc3)CC2)c(F)cc1CNC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/1-dimethylethyl)(1-methyl-2+2-diphenylcyclopropyl)phosphine+Bis(1+Hydroxypropyl cellulose/865-47-4+Potassium tert-butoxide/7732-18-5+Water			RCT: 129316-09-2 + 2982878-43-1 | PRO: 3049519-02-7 | RGT: 865-47-4 | CAT: 9004-64-2 + 12012-95-2 + 742103-27-1 | SOL: 7732-18-5	"[""129316-09-2"", ""2982878-43-1""]"	"[""3049519-02-7""]"	"[""865-47-4""]"	"[""9004-64-2"", ""12012-95-2"", ""742103-27-1""]"	"[""7732-18-5""]"	"[""Potassium tert-butoxide""]"
31-172-CAS-23162871	Buchwald	"[""Di-μ-chlorobis(η3-2-propenyl)dipalladium""]"	"[""Pd""]"	"[""Hydroxypropyl cellulose"", ""Bis(1"", ""1-dimethylethyl)(1-methyl-2"", ""2-diphenylcyclopropyl)phosphine""]"	"[""865-47-4"", ""Potassium tert-butoxide""]"	"[""BASE""]"	"[""Potassium tert-butoxide""]"	"[""7732-18-5"", ""Water""]"	50.0	7.5	68	C1COCCN1 . COc1nc(Cl)c(F)cc1CNC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C	COc1nc(N2CCOCC2)c(F)cc1CNC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/1-dimethylethyl)(1-methyl-2+2-diphenylcyclopropyl)phosphine+Bis(1+Hydroxypropyl cellulose/865-47-4+Potassium tert-butoxide/7732-18-5+Water			RCT: 371-14-2 + 1801415-92-8 | PRO: 3025967-00-1 | RGT: 865-47-4 | CAT: 9004-64-2 + 12012-95-2 + 742103-27-1 | SOL: 7732-18-5	"[""371-14-2"", ""1801415-92-8""]"	"[""3025967-00-1""]"	"[""865-47-4""]"	"[""9004-64-2"", ""12012-95-2"", ""742103-27-1""]"	"[""7732-18-5""]"	"[""Potassium tert-butoxide""]"
31-172-CAS-23178984	Buchwald	"[""1′-biphenyl]-2-yl]dicyclohexylphosphine-κP](methanesulfonato-κO)palladium""]"	"[""Pd""]"	"[""[2′"", ""6′-Bis(1-methylethoxy)[1"", ""1′-biphenyl]-2-yl]dicyclohexylphosphine"", ""[2′-(Amino-κN)[1"", ""1′-biphenyl]-2-yl-κC][[2′"", ""6′-bis(1-methylethoxy)[1""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""109-99-9"", ""Tetrahydrofuran""]"	80.0	41.0	70	Clc1ccccc1 . C[C@@H]1CCCN[C@@H]1c1ccccc1	C[C@@H]1CCCN(c2ccccc2)[C@@H]1c1ccccc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/1′-biphenyl]-2-yl-κC][[2′+1′-biphenyl]-2-yl]dicyclohexylphosphine+6′-Bis(1-methylethoxy)[1+6′-bis(1-methylethoxy)[1+[2′+[2′-(Amino-κN)[1/865-48-5+Sodium tert-butoxide/109-99-9+Tetrahydrofuran			RCT: 539-44-6 + 2005527-73-9 | PRO: 3025966-89-3 | RGT: 865-48-5 | CAT: 787618-22-8 + 1445085-77-7 | SOL: 109-99-9	"[""539-44-6"", ""2005527-73-9""]"	"[""3025966-89-3""]"	"[""865-48-5""]"	"[""787618-22-8"", ""1445085-77-7""]"	"[""109-99-9""]"	"[""Sodium tert-butoxide""]"
31-172-CAS-23180672	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""[2′"", ""6′-Bis(1-methylethoxy)[1"", ""1′-biphenyl]-2-yl]dicyclohexylphosphine""]"	"[""4039-32-1"", ""7647-01-0"", ""144-55-8"", ""Lithium bis(trimethylsilyl)amide"", ""Hydrochloric acid"", ""Sodium bicarbonate""]"	"[""BASE""]"	"[""Sodium bicarbonate""]"	"[""109-99-9"", ""7732-18-5"", ""Tetrahydrofuran"", ""Water""]"	90.0	8.25	75	CNC.Cl . Brc1ccc2[nH]c3ccc(Br)cc3c2c1	CN(C)c1ccc2[nH]c3ccc(N(C)C)cc3c2c1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/1′-biphenyl]-2-yl]dicyclohexylphosphine+6′-Bis(1-methylethoxy)[1+[2′/144-55-8+4039-32-1+7647-01-0+Hydrochloric acid+Lithium bis(trimethylsilyl)amide+Sodium bicarbonate/109-99-9+7732-18-5+Tetrahydrofuran+Water			RCT: 2039-82-9 + 34803-66-2 | PRO: 3035396-40-5 | RGT: 4039-32-1 + 7647-01-0 + 144-55-8 | CAT: 51364-51-3 + 787618-22-8 | SOL: 109-99-9 + 7732-18-5	"[""2039-82-9"", ""34803-66-2""]"	"[""3035396-40-5""]"	"[""4039-32-1"", ""7647-01-0"", ""144-55-8""]"	"[""51364-51-3"", ""787618-22-8""]"	"[""109-99-9"", ""7732-18-5""]"	"[""Sodium bicarbonate""]"
31-172-CAS-23181676	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""Tri-o-tolylphosphine""]"	"[""311-28-4"", ""534-17-8"", ""Tetrabutylammonium iodide"", ""Cesium carbonate""]"	"[""BASE""]"	"[""Cesium carbonate""]"	"[""68-12-2"", ""Dimethylformamide""]"	120.0	36.0	55	Ic1ccccc1-c1ccccc1 . Brc1ccccc1Nc1ccccc1	c1ccc(N2c3ccccc3-c3ccccc3-c3ccccc32)cc1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/Tri-o-tolylphosphine/311-28-4+534-17-8+Cesium carbonate+Tetrabutylammonium iodide/68-12-2+Dimethylformamide			RCT: 59473-51-7 + 1491143-29-3 | PRO: 2925586-32-7 | RGT: 311-28-4 + 534-17-8 | CAT: 3375-31-3 + 6163-58-2 | SOL: 68-12-2	"[""59473-51-7"", ""1491143-29-3""]"	"[""2925586-32-7""]"	"[""311-28-4"", ""534-17-8""]"	"[""3375-31-3"", ""6163-58-2""]"	"[""68-12-2""]"	"[""Cesium carbonate""]"
31-172-CAS-23184714	Buchwald	"[""Palladium""]"	"[""Pd""]"	"[""tris[μ-[(1"", ""2-η:4"", ""5-η)-(1E"", ""4E)-1"", ""5-diphenyl-1"", ""4-pentadien-3-one]]di-"", ""compd. with trichloromethane (1:1)"", ""1"", ""1′-(9"", ""5-diyl)bis[1"", ""1-diphenylphosphine]""]"	"[""534-17-8"", ""Cesium carbonate""]"	"[""BASE""]"	"[""Cesium carbonate""]"	"[""123-91-1"", ""1"", ""4-Dioxane""]"	100.0	63.0	79	Brc1ccccc1 . O=C1NCCC[C@@]1(O)c1ccccc1	O=C1N(c2ccccc2)CCC[C@@]1(O)c1ccccc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/1+1-diphenylphosphine]+1′-(9+2-η:4+4-pentadien-3-one]]di-+4E)-1+5-diphenyl-1+5-diyl)bis[1+5-η)-(1E+compd. with trichloromethane (1:1)+tris[μ-[(1/534-17-8+Cesium carbonate/1+123-91-1+4-Dioxane			RCT: 2849432-15-9 + 2849432-16-0 | PRO: 2849431-47-4 | RGT: 534-17-8 | CAT: 52522-40-4 + 161265-03-8 | SOL: 123-91-1	"[""2849432-15-9"", ""2849432-16-0""]"	"[""2849431-47-4""]"	"[""534-17-8""]"	"[""52522-40-4"", ""161265-03-8""]"	"[""123-91-1""]"	"[""Cesium carbonate""]"
31-172-CAS-23196758	Buchwald	"[""Palladium""]"	"[""Pd""]"	"[""tris[μ-[(1"", ""2-η:4"", ""5-η)-(1E"", ""4E)-1"", ""5-diphenyl-1"", ""4-pentadien-3-one]]di-"", ""compd. with trichloromethane (1:1)"", ""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	107.0	21.0	76	O=S1(=O)c2ccc(Br)cc2-c2cc(Br)ccc21 . CC(C)(C)[Si](C)(C)OCc1ccc2c(c1)Nc1ccccc1S2	CC(C)(C)[Si](C)(C)OCc1ccc2c(c1)N(c1ccc3c(c1)-c1cc(N4c5ccccc5Sc5ccc(CO[Si](C)(C)C(C)(C)C)cc54)ccc1S3(=O)=O)c1ccccc1S2	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/2-η:4+4-pentadien-3-one]]di-+4E)-1+5-diphenyl-1+5-η)-(1E+Tri-tert-butylphosphonium tetrafluoroborate+compd. with trichloromethane (1:1)+tris[μ-[(1/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 18940-21-1 + 2639638-51-8 | PRO: 3028304-40-4 | RGT: 865-48-5 | CAT: 52522-40-4 + 131274-22-1 | SOL: 108-88-3	"[""18940-21-1"", ""2639638-51-8""]"	"[""3028304-40-4""]"	"[""865-48-5""]"	"[""52522-40-4"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-172-CAS-23214307	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""Dicyclohexyl[3"", ""6-dimethoxy-2′"", ""4′"", ""6′-tris(1-methylethyl)[1"", ""1′-biphenyl]-2-yl]phosphine""]"	"[""19533-24-5"", ""1-Butanol"", ""3-methyl-"", ""sodium salt (1:1)""]"	"[""UNK""]"	[]	"[""108-88-3"", ""Toluene""]"	80.0	18.0	84	Clc1ccccn1 . COc1ccc(CNCCN(C)C)cc1	COc1ccc(CN(CCN(C)C)c2ccccn2)cc1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/1′-biphenyl]-2-yl]phosphine+4′+6-dimethoxy-2′+6′-tris(1-methylethyl)[1+Dicyclohexyl[3/1-Butanol+19533-24-5+3-methyl-+sodium salt (1:1)/108-88-3+Toluene			RCT: 2250039-81-5 + 3036652-68-0 | PRO: 3036652-69-1 | RGT: 19533-24-5 | CAT: 51364-51-3 + 1070663-78-3 | SOL: 108-88-3	"[""2250039-81-5"", ""3036652-68-0""]"	"[""3036652-69-1""]"	"[""19533-24-5""]"	"[""51364-51-3"", ""1070663-78-3""]"	"[""108-88-3""]"	[]
31-172-CAS-23227685	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""[2′"", ""6′-Bis(1-methylethoxy)[1"", ""1′-biphenyl]-2-yl]dicyclohexylphosphine""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	[]	110.0	12.0	90	CNc1ccccc1 . [2H]c1c([2H])c(OC)c([2H])c([2H])c1Br	[2H]c1c([2H])c(N(C)c2ccccc2)c([2H])c([2H])c1OC	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/1′-biphenyl]-2-yl]dicyclohexylphosphine+6′-Bis(1-methylethoxy)[1+[2′/865-48-5+Sodium tert-butoxide/none			RCT: 92-84-2 + 452-63-1 | PRO: 2888555-70-0 | RGT: 865-48-5 | CAT: 3375-31-3 + 787618-22-8	"[""92-84-2"", ""452-63-1""]"	"[""2888555-70-0""]"	"[""865-48-5""]"	"[""3375-31-3"", ""787618-22-8""]"	[]	"[""Sodium tert-butoxide""]"
31-172-CAS-23233325	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""X-Phos""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	90.0	12.0	88	C1CNCCN1 . Brc1cccc2ccncc12	c1cc(N2CCNCC2)c2cnccc2c1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/X-Phos/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 2715168-02-6 | PRO: 2718205-48-0 | RGT: 865-48-5 | CAT: 51364-51-3 + 564483-18-7 | SOL: 108-88-3	"[""2715168-02-6""]"	"[""2718205-48-0""]"	"[""865-48-5""]"	"[""51364-51-3"", ""564483-18-7""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-172-CAS-23234276	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	120.0	24.0	87	CC1(C)c2ccccc2Nc2ccccc21 . CC(C)(C)c1ccc2c(c1)-c1cc(C(C)(C)C)ccc1C21C(=O)C=Cc2ccc(Br)cc21	CC(C)(C)c1ccc2c(c1)-c1cc(C(C)(C)C)ccc1C21C(=O)C=Cc2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc21	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 2715167-09-0 | PRO: 2718204-70-5 | RGT: 865-48-5 | CAT: 51364-51-3 + 131274-22-1 | SOL: 108-88-3	"[""2715167-09-0""]"	"[""2718204-70-5""]"	"[""865-48-5""]"	"[""51364-51-3"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-172-CAS-23234465	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	120.0	24.0	85	CC1(C)c2ccccc2Nc2ccccc21 . O=C1C=Cc2ccc(Br)cc2C12c1ccccc1-c1ccccc12	CC1(C)c2ccccc2N(c2ccc3c(c2)C2(C(=O)C=C3)c3ccccc3-c3ccccc32)c2ccccc21	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 91-21-4 + 591-17-3 | PRO: 1057280-25-7 | RGT: 865-48-5 | CAT: 51364-51-3 + 131274-22-1 | SOL: 108-88-3	"[""91-21-4"", ""591-17-3""]"	"[""1057280-25-7""]"	"[""865-48-5""]"	"[""51364-51-3"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
