ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RCTName,PROName,RGTName,CATName,SOLName
31-614-CAS-38062428,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",90.0,12.0,90,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate/Dimethylformamide,bd3e10f1,bd3e10f1,RCT: 5430-45-5 + 132883-44-4 | PRO: 3056929-73-5 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""5430-45-5"", ""132883-44-4""]","[""3056929-73-5""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062429,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",90.0,12.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate/Dimethylformamide,bd3e10f1,bd3e10f1,RCT: 626-55-1 + 3038178-82-1 | PRO: 3038178-92-3 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""626-55-1"", ""3038178-82-1""]","[""3038178-92-3""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062431,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",90.0,12.0,75,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate/Dimethylformamide,bd3e10f1,bd3e10f1,RCT: 123-75-1 + 6952-59-6 | PRO: 175696-73-8 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""Pyrrolidine"", ""6952-59-6""]","[""175696-73-8""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062434,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",90.0,12.0,78,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate/Dimethylformamide,bd3e10f1,bd3e10f1,RCT: 4860-93-9 + 66003-76-7 | PRO: 2985009-90-1 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""4860-93-9"", ""66003-76-7""]","[""2985009-90-1""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062435,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",90.0,12.0,89,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate/Dimethylformamide,bd3e10f1,bd3e10f1,RCT: 868254-46-0 + 955368-93-1 | PRO: 2924008-65-9 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""868254-46-0"", ""955368-93-1""]","[""2924008-65-9""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062437,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",90.0,12.0,85,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate/Dimethylformamide,bd3e10f1,bd3e10f1,RCT: 288-13-1 + 7351-74-8 | PRO: 3037394-43-4 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""288-13-1"", ""7351-74-8""]","[""3037394-43-4""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38062439,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2999684-17-0""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",90.0,12.0,86,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2999684-17-0/Cesium carbonate/Dimethylformamide,bd3e10f1,bd3e10f1,RCT: 3063462-80-3 + 94839-07-3 | PRO: 3063463-28-2 | RGT: 534-17-8 | CAT: 7681-65-4 + 2999684-17-0 | SOL: 68-12-2,"[""3063462-80-3"", ""94839-07-3""]","[""3063463-28-2""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2999684-17-0""]","[""DMF""]"
31-614-CAS-38610266,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate"", ""Water; cooled""]","[""BASE"", ""WORKUP""]","[""Dimethyl sulfoxide""]",194.0,16.05,100,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate+Water; cooled/Dimethyl sulfoxide,c5c1cb38,c5c1cb38,RCT: 108-37-2 + 110-91-8 | PRO: 41605-90-7 | RGT: 584-08-7 + 7732-18-5 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""108-37-2"", ""110-91-8""]","[""41605-90-7""]","[""Potassium carbonate (K2CO3)"", ""Water""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-38610268,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Proline""]","[""Potassium carbonate"", ""Water; cooled""]","[""BASE"", ""WORKUP""]","[""Dimethyl sulfoxide""]",194.0,16.05,100,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Proline/Potassium carbonate+Water; cooled/Dimethyl sulfoxide,c5c1cb38,c5c1cb38,RCT: 86-74-8 + 108-86-1 | PRO: 1150-62-5 | RGT: 584-08-7 + 7732-18-5 | CAT: 147-85-3 + 7681-65-4 | SOL: 67-68-5,"[""86-74-8"", ""108-86-1""]","[""1150-62-5""]","[""Potassium carbonate (K2CO3)"", ""Water""]","[""L-Proline"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-38712813,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium tert-butoxide"", ""Water""]","[""BASE"", ""WORKUP""]","[""Dimethylformamide""]",120.0,24.0,79,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium tert-butoxide+Water/Dimethylformamide,8883e1f5,6841f950,RCT: 15424-14-3 + 71643-66-8 | PRO: 3061589-03-2 | RGT: 865-47-4 + 7732-18-5 | CAT: 7681-65-4 | SOL: 68-12-2,"[""15424-14-3"", ""71643-66-8""]","[""3061589-03-2""]","[""Potassium tert-butoxide (KOtBu)"", ""Water""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-38838825,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",140.0,17.0,74,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate/Dimethylformamide,efcb744b,efcb744b,RCT: 103-01-5 + 725717-64-6 | PRO: 3032737-58-6 | RGT: 584-08-7 | CAT: 7681-65-4 | SOL: 68-12-2,"[""103-01-5"", ""725717-64-6""]","[""3032737-58-6""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-38840679,Ullmann,"[""Cupric acetate""]","[""Cu(II)""]","[""none""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",110.0,24.0,87,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(II)/none/Cesium carbonate/Dimethylformamide,ac759295,ac759295,RCT: 109-97-7 + 626-01-7 | PRO: 89353-42-4 | RGT: 534-17-8 | CAT: 142-71-2 | SOL: 68-12-2,"[""109-97-7"", ""626-01-7""]","[""89353-42-4""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(II) acetate (Cu(OAc)2)""]","[""DMF""]"
31-614-CAS-38894623,Ullmann,"[""Cuprous iodide; 16 - 24 h""]","[""Cu(I)""]","[""110 C""]","[""Potassium tert-butoxide"", ""Selenium"", ""Sodium chloride""]","[""BASE"", ""OX"", ""UNK""]","[""Dimethylformamide"", ""Water""]",110.0,30.25,95,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/110 C/Potassium tert-butoxide+Selenium+Sodium chloride/Dimethylformamide+Water,dc5b0aa4,537aeee6,RCT: 104-87-0 + 15310-01-7 | PRO: 77796-33-9 | RGT: 865-47-4 + 7782-49-2 + 7647-14-5 | CAT: 7681-65-4 | SOL: 68-12-2 + 7732-18-5,"[""104-87-0"", ""15310-01-7""]","[""77796-33-9""]","[""Potassium tert-butoxide (KOtBu)"", ""Unresolved CAS 7782-49-2"", ""Sodium chloride (NaCl)""]","[""Copper(I) iodide (CuI)""]","[""DMF"", ""Water""]"
31-614-CAS-38926690,Ullmann,"[""Copper sulfate; 24 h""]","[""Cu""]","[""Potassium carbonate"", ""rt  150 C; 24 h"", ""150 C  rt""]",[],[],[],150.0,48.0,72,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/150 C  rt+Potassium carbonate+rt  150 C; 24 h/none/none,700e7d3d,700e7d3d,RCT: 288-13-1 + 824-21-5 + 1142-19-4 | PRO: 3032481-41-4 | CAT: 584-08-7 + 7758-98-7,"[""288-13-1"", ""824-21-5"", ""1142-19-4""]","[""3032481-41-4""]",[],"[""Potassium carbonate (K2CO3)"", ""Copper(II) sulfate (CuSO4)""]",[]
31-614-CAS-38947747,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N-9H-Carbazol-9-yl-1H-pyrrole-2-carboxamide""]","[""Potassium carbonate""]","[""BASE""]","[""Diethylene glycol""]",25.0,58.0,83,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N-9H-Carbazol-9-yl-1H-pyrrole-2-carboxamide/Potassium carbonate/Diethylene glycol,9aa63df3,9aa63df3,RCT: 110-89-4 + 62802-38-4 | PRO: 57356-64-6 | RGT: 584-08-7 | CAT: 7681-65-4 + 2876933-48-9 | SOL: 111-46-6,"[""110-89-4"", ""62802-38-4""]","[""57356-64-6""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2876933-48-9""]","[""Unresolved CAS 111-46-6""]"
31-614-CAS-38947748,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N-9H-Carbazol-9-yl-1H-pyrrole-2-carboxamide""]","[""Potassium carbonate""]","[""BASE""]","[""Diethylene glycol""]",25.0,58.0,87,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N-9H-Carbazol-9-yl-1H-pyrrole-2-carboxamide/Potassium carbonate/Diethylene glycol,9aa63df3,9aa63df3,RCT: 91-21-4 + 352-34-1 | PRO: 78317-79-0 | RGT: 584-08-7 | CAT: 7681-65-4 + 2876933-48-9 | SOL: 111-46-6,"[""91-21-4"", ""352-34-1""]","[""78317-79-0""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2876933-48-9""]","[""Unresolved CAS 111-46-6""]"
31-614-CAS-38947750,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N-9H-Carbazol-9-yl-1H-pyrrole-2-carboxamide""]","[""Potassium carbonate""]","[""BASE""]","[""Diethylene glycol""]",25.0,15.0,73,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N-9H-Carbazol-9-yl-1H-pyrrole-2-carboxamide/Potassium carbonate/Diethylene glycol,9aa63df3,9aa63df3,RCT: 21719-76-6 + 189999-35-7 | PRO: 3058875-70-7 | RGT: 584-08-7 | CAT: 7681-65-4 + 2876933-48-9 | SOL: 111-46-6,"[""21719-76-6"", ""189999-35-7""]","[""3058875-70-7""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2876933-48-9""]","[""Unresolved CAS 111-46-6""]"
31-614-CAS-38961884,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate"", ""Water""]","[""BASE"", ""WORKUP""]","[""Toluene""]",110.0,3.0,85,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate+Water/Toluene,20024cbf,20024cbf,RCT: 110-91-8 + 2207-32-1 | PRO: 72023-78-0 | RGT: 584-08-7 + 7732-18-5 | CAT: 7681-65-4 | SOL: 108-88-3,"[""110-91-8"", ""2207-32-1""]","[""72023-78-0""]","[""Potassium carbonate (K2CO3)"", ""Water""]","[""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38961886,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate"", ""Water""]","[""BASE"", ""WORKUP""]","[""Toluene""]",110.0,3.0,73,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate+Water/Toluene,20024cbf,20024cbf,RCT: 109-04-6 + 37500-95-1 | PRO: 1883614-77-4 | RGT: 584-08-7 + 7732-18-5 | CAT: 7681-65-4 | SOL: 108-88-3,"[""109-04-6"", ""37500-95-1""]","[""1883614-77-4""]","[""Potassium carbonate (K2CO3)"", ""Water""]","[""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38961888,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate"", ""Water""]","[""BASE"", ""WORKUP""]","[""Toluene""]",110.0,3.0,87,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate+Water/Toluene,20024cbf,20024cbf,RCT: 288-13-1 + 13720-06-4 | PRO: 3037394-40-1 | RGT: 584-08-7 + 7732-18-5 | CAT: 7681-65-4 | SOL: 108-88-3,"[""288-13-1"", ""13720-06-4""]","[""3037394-40-1""]","[""Potassium carbonate (K2CO3)"", ""Water""]","[""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38961889,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate"", ""Water""]","[""BASE"", ""WORKUP""]","[""Toluene""]",110.0,3.0,72,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate+Water/Toluene,20024cbf,20024cbf,RCT: 698-00-0 + 15988-11-1 | PRO: 3067292-43-4 | RGT: 584-08-7 + 7732-18-5 | CAT: 7681-65-4 | SOL: 108-88-3,"[""698-00-0"", ""15988-11-1""]","[""3067292-43-4""]","[""Potassium carbonate (K2CO3)"", ""Water""]","[""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38961891,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate"", ""Water""]","[""BASE"", ""WORKUP""]","[""Toluene""]",110.0,3.0,92,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate+Water/Toluene,20024cbf,20024cbf,RCT: 288-13-1 + 38303-36-5 | PRO: 3051701-96-0 | RGT: 584-08-7 + 7732-18-5 | CAT: 7681-65-4 | SOL: 108-88-3,"[""288-13-1"", ""38303-36-5""]","[""3051701-96-0""]","[""Potassium carbonate (K2CO3)"", ""Water""]","[""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38961893,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Sodium carbonate"", ""Water""]","[""BASE"", ""WORKUP""]","[""Toluene""]",110.0,3.0,83,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Sodium carbonate+Water/Toluene,6ffe32d3,6ffe32d3,RCT: 3063462-95-0 + 163105-89-3 | PRO: 3063463-32-8 | RGT: 497-19-8 + 7732-18-5 | CAT: 7681-65-4 | SOL: 108-88-3,"[""3063462-95-0"", ""163105-89-3""]","[""3063463-32-8""]","[""Sodium carbonate (Na2CO3)"", ""Water""]","[""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38961895,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Sodium carbonate"", ""Water""]","[""BASE"", ""WORKUP""]","[""Toluene""]",110.0,3.0,73,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Sodium carbonate+Water/Toluene,6ffe32d3,6ffe32d3,RCT: 288-13-1 + 13329-40-3 | PRO: 25699-98-3 | RGT: 497-19-8 + 7732-18-5 | CAT: 7681-65-4 | SOL: 108-88-3,"[""288-13-1"", ""13329-40-3""]","[""25699-98-3""]","[""Sodium carbonate (Na2CO3)"", ""Water""]","[""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38961897,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate"", ""Water""]","[""BASE"", ""WORKUP""]","[""Toluene""]",110.0,3.0,86,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate+Water/Toluene,20024cbf,20024cbf,RCT: 126-81-8 + 66569-06-0 | PRO: 2887927-25-3 | RGT: 584-08-7 + 7732-18-5 | CAT: 7681-65-4 | SOL: 108-88-3,"[""126-81-8"", ""66569-06-0""]","[""2887927-25-3""]","[""Potassium carbonate (K2CO3)"", ""Water""]","[""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38961898,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Sodium carbonate"", ""Water""]","[""BASE"", ""WORKUP""]","[""Toluene""]",110.0,3.0,76,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Sodium carbonate+Water/Toluene,6ffe32d3,6ffe32d3,RCT: 142-08-5 + 1928-76-3 | PRO: 3061308-18-4 | RGT: 497-19-8 + 7732-18-5 | CAT: 7681-65-4 | SOL: 108-88-3,"[""142-08-5"", ""1928-76-3""]","[""3061308-18-4""]","[""Sodium carbonate (Na2CO3)"", ""Water""]","[""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38961907,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Sodium carbonate"", ""Water""]","[""BASE"", ""WORKUP""]","[""Toluene""]",110.0,3.0,78,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Sodium carbonate+Water/Toluene,6ffe32d3,6ffe32d3,RCT: 100-61-8 + 600-00-0 + 1073-67-2 | PRO: 3056509-96-4 | RGT: 497-19-8 + 7732-18-5 | CAT: 7681-65-4 | SOL: 108-88-3,"[""100-61-8"", ""600-00-0"", ""1073-67-2""]","[""3056509-96-4""]","[""Sodium carbonate (Na2CO3)"", ""Water""]","[""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38968018,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""2"", ""3-Butanediamine""]","[""Tripotassium phosphate""]","[""UNK""]","[""1"", ""4-Dioxane""]",90.0,2320.0,98,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/2+3-Butanediamine/Tripotassium phosphate/1+4-Dioxane,d391ab66,d391ab66,RCT: 5029-67-4 + 136630-39-2 | PRO: 1416353-93-9 | RGT: 7778-53-2 | CAT: 563-86-0 + 7681-65-4 | SOL: 123-91-1,"[""5029-67-4"", ""136630-39-2""]","[""1416353-93-9""]","[""Tripotassium phosphate (K3PO4)""]","[""Unresolved CAS 563-86-0"", ""Copper(I) iodide (CuI)""]","[""1,4-Dioxane""]"
31-614-CAS-38968920,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylethylenediamine""]","[""Tripotassium phosphate"", ""Water""]","[""UNK"", ""WORKUP""]","[""Toluene""]",120.0,20.0,93,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N+N-Dimethylethylenediamine/Tripotassium phosphate+Water/Toluene,00e6674f,00e6674f,RCT: 109-04-6 + 22245-83-6 | PRO: 1644063-33-1 | RGT: 7778-53-2 + 7732-18-5 | CAT: 110-70-3 + 7681-65-4 | SOL: 108-88-3,"[""109-04-6"", ""22245-83-6""]","[""1644063-33-1""]","[""Tripotassium phosphate (K3PO4)"", ""Water""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38968921,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylethylenediamine""]","[""Tripotassium phosphate"", ""Water""]","[""UNK"", ""WORKUP""]","[""Toluene""]",120.0,20.0,93,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N+N-Dimethylethylenediamine/Tripotassium phosphate+Water/Toluene,00e6674f,00e6674f,RCT: 142-08-5 + 41404-58-4 | PRO: 1872255-07-6 | RGT: 7778-53-2 + 7732-18-5 | CAT: 110-70-3 + 7681-65-4 | SOL: 108-88-3,"[""142-08-5"", ""41404-58-4""]","[""1872255-07-6""]","[""Tripotassium phosphate (K3PO4)"", ""Water""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38968922,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylethylenediamine""]","[""Tripotassium phosphate"", ""Water""]","[""UNK"", ""WORKUP""]","[""Toluene""]",120.0,20.0,93,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N+N-Dimethylethylenediamine/Tripotassium phosphate+Water/Toluene,00e6674f,00e6674f,RCT: 109-04-6 + 13466-41-6 | PRO: 1644063-34-2 | RGT: 7778-53-2 + 7732-18-5 | CAT: 110-70-3 + 7681-65-4 | SOL: 108-88-3,"[""109-04-6"", ""13466-41-6""]","[""1644063-34-2""]","[""Tripotassium phosphate (K3PO4)"", ""Water""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38968923,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylethylenediamine""]","[""Tripotassium phosphate"", ""Water""]","[""UNK"", ""WORKUP""]","[""Toluene""]",120.0,20.0,93,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N+N-Dimethylethylenediamine/Tripotassium phosphate+Water/Toluene,00e6674f,00e6674f,RCT: 288-32-4 + 586-78-7 | PRO: 2301-25-9 | RGT: 7778-53-2 + 7732-18-5 | CAT: 110-70-3 + 7681-65-4 | SOL: 108-88-3,"[""Unresolved CAS 288-32-4"", ""586-78-7""]","[""2301-25-9""]","[""Tripotassium phosphate (K3PO4)"", ""Water""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38968924,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylethylenediamine""]","[""Tripotassium phosphate"", ""Water""]","[""UNK"", ""WORKUP""]","[""Toluene""]",120.0,20.0,93,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N+N-Dimethylethylenediamine/Tripotassium phosphate+Water/Toluene,00e6674f,00e6674f,RCT: 142-08-5 + 50488-42-1 | PRO: 1845694-34-9 | RGT: 7778-53-2 + 7732-18-5 | CAT: 110-70-3 + 7681-65-4 | SOL: 108-88-3,"[""142-08-5"", ""50488-42-1""]","[""1845694-34-9""]","[""Tripotassium phosphate (K3PO4)"", ""Water""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-38968925,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylethylenediamine""]","[""Tripotassium phosphate"", ""Water""]","[""UNK"", ""WORKUP""]","[""Toluene""]",120.0,20.0,93,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N+N-Dimethylethylenediamine/Tripotassium phosphate+Water/Toluene,00e6674f,00e6674f,RCT: 109-04-6 + 142-08-5 | PRO: 3480-65-7 | RGT: 7778-53-2 + 7732-18-5 | CAT: 110-70-3 + 7681-65-4 | SOL: 108-88-3,"[""109-04-6"", ""142-08-5""]","[""3480-65-7""]","[""Tripotassium phosphate (K3PO4)"", ""Water""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Copper(I) iodide (CuI)""]","[""Toluene""]"
